t,x,y,z
2.840000000000000213e+01,-1.843950503046357214e+00,8.272175057126868181e-02,4.775031859137404133e-01
2.850000000000000000e+01,-1.913331714436844244e+00,2.223508981282130148e-01,4.913686008858587084e-01
2.860000000000000142e+01,-1.971387600018114306e+00,3.669205060102140314e-01,5.067485097784070192e-01
2.870000000000000284e+01,-2.017124620354235454e+00,5.150033683591982436e-01,5.235593140453024263e-01
2.880000000000000071e+01,-2.049716474740386207e+00,6.651889170185900646e-01,5.419734563502461855e-01
2.890000000000000213e+01,-2.068408113909018908e+00,8.159907154386287775e-01,5.621162128441921091e-01
2.900000000000000000e+01,-2.072544876810753944e+00,9.658202002349757231e-01,5.839711420855872026e-01
2.910000000000000142e+01,-2.061634564569053474e+00,1.113052736985382207e+00,6.075157349963126174e-01
2.920000000000000284e+01,-2.035347440480224535e+00,1.256027620229651420e+00,6.327214148616793210e-01
2.930000000000000071e+01,-1.993516230013417934e+00,1.393048073469656645e+00,6.595535373304293181e-01
2.940000000000000213e+01,-1.936136120810624028e+00,1.522381249169354245e+00,6.879713904147397585e-01
2.950000000000000000e+01,-1.863364762686682052e+00,1.642258228754750027e+00,7.179281944902147217e-01
2.960000000000000142e+01,-1.775541820063405885e+00,1.751026639231022086e+00,7.492157602117673898e-01
2.970000000000000284e+01,-1.673199636867842788e+00,1.847149460379736041e+00,7.811339626229188982e-01
2.980000000000000071e+01,-1.557028828570684809e+00,1.929113478899291190e+00,8.129325784957419643e-01
2.990000000000000213e+01,-1.427887606822533240e+00,1.995602025070555063e+00,8.438991378788157638e-01
3.000000000000000000e+01,-1.286801806569727979e+00,2.045495254180166533e+00,8.733588391217068647e-01
3.010000000000000142e+01,-1.134964886054311339e+00,2.077870146520555572e+00,9.006745488749781092e-01
3.020000000000000284e+01,-9.737379268140616828e-01,2.092000507389928377e+00,9.252468020901807311e-01
3.030000000000000071e+01,-8.046294246687294427e-01,2.087339376334433894e+00,9.463946554665449984e-01
3.040000000000000213e+01,-6.291590463135815492e-01,2.063501233300923943e+00,9.625605276789794829e-01
3.050000000000000000e+01,-4.490361030793339481e-01,2.020552653311352920e+00,9.728784449709482196e-01
3.060000000000000142e+01,-2.660145740124141289e-01,1.958779640577133385e+00,9.768035166882187426e-01
3.070000000000000284e+01,-8.185593613718089578e-02,1.878642503601641423e+00,9.739194190745018576e-01
3.080000000000000071e+01,1.016708355440951728e-01,1.780775855180211975e+00,9.639383952714538628e-01
3.090000000000000213e+01,2.827892680512508194e-01,1.665988612400127744e+00,9.467012553186746615e-01
3.100000000000000000e+01,4.597225058378807683e-01,1.535312058569869187e+00,9.224284646039746516e-01
3.110000000000000142e+01,6.306921770896547486e-01,1.389968447461170653e+00,8.921655226646433290e-01
3.120000000000000284e+01,7.939561222361393167e-01,1.231183452417123902e+00,8.570104329841891078e-01
3.130000000000000071e+01,9.478429894528082045e-01,1.060232412774792188e+00,8.180997468429972441e-01
3.140000000000000213e+01,1.090752495060235638e+00,8.784412900341206365e-01,7.766114128612516820e-01
3.150000000000000000e+01,1.221155423524060923e+00,6.871866678579781063e-01,7.337647769989448232e-01
3.160000000000000142e+01,1.337593635410202708e+00,4.878903403696613905e-01,6.907998866023192797e-01
3.170000000000000284e+01,1.438668805029166720e+00,2.819563895460312497e-01,6.487211526835314768e-01
3.180000000000000071e+01,1.523050023457116042e+00,7.088107637421681151e-02,6.085362468044995810e-01
3.190000000000000213e+01,1.589521065839489600e+00,-1.438192563860630768e-01,5.708226809629054488e-01
3.200000000000000000e+01,1.636984768076031660e+00,-3.606317873930161566e-01,5.356165812025630579e-01
3.210000000000000142e+01,1.664425945813672980e+00,-5.778456213908589323e-01,5.033712376681895861e-01
3.220000000000000284e+01,1.670950234396757050e+00,-7.936273492659080553e-01,4.746267536842364576e-01
3.230000000000000426e+01,1.655846197563479505e+00,-1.006242290689088215e+00,4.488440707383501427e-01
3.239999999999999858e+01,1.618559263832561879e+00,-1.213893929237296554e+00,4.252932999998468300e-01
3.250000000000000000e+01,1.558651012860982066e+00,-1.414444685618539088e+00,4.047611707526285185e-01
3.260000000000000142e+01,1.475900109413023076e+00,-1.605860208450625493e+00,3.871664863284811631e-01
3.270000000000000284e+01,1.370317867566776426e+00,-1.786262931592355940e+00,3.712659585281826158e-01
3.280000000000000426e+01,1.242082872406044203e+00,-1.953531620426090853e+00,3.572086836760365869e-01
3.289999999999999858e+01,1.091580739910906761e+00,-2.105492560031026805e+00,3.455847276177989036e-01
3.300000000000000000e+01,9.194605515531302231e-01,-2.240211265702231280e+00,3.357512741386429744e-01
3.310000000000000142e+01,7.266086190585142601e-01,-2.355838413939315590e+00,3.269043044053864810e-01
3.320000000000000284e+01,5.141059264787251060e-01,-2.450372040066121304e+00,3.197772340227911236e-01
3.330000000000000426e+01,2.832874168040587781e-01,-2.522039869324821382e+00,3.144129388668296388e-01
3.339999999999999858e+01,3.574380438623617207e-02,-2.569325190866409869e+00,3.101239561088732222e-01
3.350000000000000000e+01,-2.267222399571048319e-01,-2.590763680585837836e+00,3.069566531578439283e-01
3.360000000000000142e+01,-5.020954000885867741e-01,-2.585020726279698255e+00,3.052867640390871107e-01
3.370000000000000284e+01,-7.881394400914327747e-01,-2.551059970852073366e+00,3.050468413106117160e-01
3.380000000000000426e+01,-1.082407073562986710e+00,-2.488127644182979825e+00,3.059070164079608078e-01
3.389999999999999858e+01,-1.382281888016530846e+00,-2.395638646710388286e+00,3.080714866840660315e-01
3.400000000000000000e+01,-1.684980229754472258e+00,-2.273267297553342559e+00,3.117458001273061829e-01
3.410000000000000142e+01,-1.987584086929738980e+00,-2.121027285305645105e+00,3.170113159656055557e-01
3.420000000000000284e+01,-2.287045595402917186e+00,-1.939271066176477376e+00,3.238635597774621178e-01
3.430000000000000426e+01,-2.580234407154183618e+00,-1.728701170071743176e+00,3.323076240938276360e-01
3.439999999999999858e+01,-2.863937322368252048e+00,-1.490223358477172022e+00,3.427411949992844598e-01
3.450000000000000000e+01,-3.134924959803674582e+00,-1.225082938518033293e+00,3.555963311774950064e-01
3.460000000000000142e+01,-3.389996896380303770e+00,-9.349423793151705464e-01,3.712073664568121267e-01
3.470000000000000284e+01,-3.625981667179381418e+00,-6.218813119849366799e-01,3.898109098102817693e-01
3.480000000000000426e+01,-3.839741898467590620e+00,-2.883914763187905850e-01,4.115747687311551717e-01
3.489999999999999858e+01,-4.028312339225043281e+00,6.280356451975943610e-02,4.373220046314538756e-01
3.500000000000000000e+01,-4.188843352118780672e+00,4.286783210004605493e-01,4.677319509129093111e-01
3.510000000000000142e+01,-4.318711276796090459e+00,8.058099754744145748e-01,5.035675993029892217e-01
3.520000000000000284e+01,-4.415578411002606174e+00,1.190410443451110023e+00,5.459875772934177363e-01
3.530000000000000426e+01,-4.477393010582293442e+00,1.578326373598396781e+00,5.965461481401735933e-01
3.539999999999999858e+01,-4.502407891191628764e+00,1.965065045761441365e+00,6.572128331403084278e-01
3.550000000000000000e+01,-4.489404524882377068e+00,2.346035902516305782e+00,7.302711116270366176e-01
3.560000000000000142e+01,-4.437339212872636551e+00,2.715817846112618117e+00,8.175404238445380667e-01
3.570000000000000284e+01,-4.345728535283675420e+00,3.068658407387132137e+00,9.214863144479789048e-01
3.580000000000000426e+01,-4.214784901281232621e+00,3.398669214767843449e+00,1.045466166529186669e+00
3.589999999999999858e+01,-4.045416549075524948e+00,3.699825994273974406e+00,1.193729201616638091e+00
3.600000000000000000e+01,-3.839227545921203077e+00,3.965968569516051812e+00,1.371416479675504618e+00
3.610000000000000142e+01,-3.598592163456972415e+00,4.191060493224371797e+00,1.583237760358331192e+00
3.620000000000000284e+01,-3.326587296927925319e+00,4.368246435563205132e+00,1.830951255699643454e+00
3.630000000000000426e+01,-3.026691090433876852e+00,4.489330541360069482e+00,2.116644231167999379e+00
3.639999999999999858e+01,-2.703333557377405327e+00,4.547970995389866822e+00,2.436200434830555039e+00
3.650000000000000000e+01,-2.361932811646905161e+00,4.539853510872704945e+00,2.778811358614950322e+00
3.660000000000000142e+01,-2.008895067616723651e+00,4.462691329473872592e+00,3.126976238309167933e+00
3.670000000000000284e+01,-1.651479501887139545e+00,4.316203837215958572e+00,3.456589452131668239e+00
3.680000000000000426e+01,-1.296089171980691956e+00,4.103246606414662878e+00,3.734485581525261111e+00
3.689999999999999858e+01,-9.493452335853503898e-01,3.831928772637522851e+00,3.922367943954079728e+00
3.700000000000000000e+01,-6.170665439999198920e-01,3.513448722481773423e+00,3.992972654383041053e+00
3.710000000000000142e+01,-3.038449448425608601e-01,3.161747442537919284e+00,3.931769850907281594e+00
3.720000000000000284e+01,-1.304925681040072782e-02,2.792727187047217452e+00,3.738680665331699071e+00
3.730000000000000426e+01,2.532214782674292453e-01,2.420787657960663086e+00,3.438524267545252311e+00
3.739999999999999858e+01,4.939895816454639155e-01,2.057542240732391114e+00,3.066739596525720035e+00
3.750000000000000000e+01,7.092668037489944233e-01,1.710788333742579992e+00,2.660219695975212240e+00
3.760000000000000142e+01,9.000377614385766112e-01,1.384471079868452081e+00,2.257007252674738673e+00
3.770000000000000284e+01,1.067463669565104967e+00,1.078864380782592836e+00,1.884376510026859686e+00
3.780000000000000426e+01,1.212359540131740854e+00,7.923639013901973005e-01,1.556626543700386334e+00
3.789999999999999858e+01,1.335440933750540626e+00,5.227989843866527320e-01,1.282207112420274742e+00
3.800000000000000000e+01,1.437244531952528437e+00,2.674935289246496151e-01,1.062443806799175494e+00
3.810000000000000142e+01,1.518128137187643611e+00,2.326599061429357462e-02,8.915380493375495430e-01
3.820000000000000284e+01,1.578256873125694959e+00,-2.134450486641104039e-01,7.570951939978730616e-01
3.830000000000000426e+01,1.617333466636994732e+00,-4.437039954990121271e-01,6.529284025948377534e-01
3.840000000000000568e+01,1.634961765692743985e+00,-6.676265329967161488e-01,5.745855563256503373e-01
3.850000000000000000e+01,1.630822930347093802e+00,-8.854726520180623561e-01,5.149291025068829519e-01
3.860000000000000142e+01,1.604537354648924108e+00,-1.096540147181591429e+00,4.698641668634775392e-01
3.870000000000000284e+01,1.555838302118459193e+00,-1.299922443568167107e+00,4.350546468865895133e-01
3.880000000000000426e+01,1.484548954047369085e+00,-1.494262094125993867e+00,4.076580539914784751e-01
3.890000000000000568e+01,1.390613038633298881e+00,-1.677804262930169710e+00,3.865059271194464796e-01
3.900000000000000000e+01,1.274204941028170390e+00,-1.848975436767919645e+00,3.689588194764271689e-01
3.910000000000000142e+01,1.135645108677113768e+00,-2.005823217724014285e+00,3.545184568459628927e-01
3.920000000000000284e+01,9.754646803470199412e-01,-2.146367828005570022e+00,3.429760876314404405e-01
3.930000000000000426e+01,7.944466454442319359e-01,-2.268831947660184589e+00,3.331306573997890319e-01
3.940000000000000568e+01,5.935720014059984173e-01,-2.371310038196548842e+00,3.250478376704974970e-01
3.950000000000000000e+01,3.740523025086801567e-01,-2.451992027002376950e+00,3.188472181669130823e-01
3.960000000000000142e+01,1.373514375847972591e-01,-2.509314613249838732e+00,3.139032067579427543e-01
3.970000000000000284e+01,-1.148513376704816125e-01,-2.541778525224810625e+00,3.101541254672043335e-01
3.980000000000000426e+01,-3.806651646773001607e-01,-2.547995368419587958e+00,3.079148279572588298e-01
3.990000000000000568e+01,-6.579764315659254459e-01,-2.526857277368324439e+00,3.070767948015936666e-01
4.000000000000000000e+01,-9.444599746221781222e-01,-2.477517663991843033e+00,3.073171417525137894e-01
4.010000000000000142e+01,-1.237616853804306416e+00,-2.399277272399036764e+00,3.088751788199819992e-01
4.020000000000000284e+01,-1.534776892808895621e+00,-2.291703410144880770e+00,3.119159642218982675e-01
4.030000000000000426e+01,-1.833124786599514389e+00,-2.154689019716652609e+00,3.164852619917070675e-01
4.040000000000000568e+01,-2.129705289614195696e+00,-1.988454621501797526e+00,3.225308147083268406e-01
4.050000000000000000e+01,-2.421474598606194739e+00,-1.793528829070935471e+00,3.301236893672988004e-01
4.060000000000000142e+01,-2.705289809659601197e+00,-1.570647389832429353e+00,3.396574687404689818e-01
4.070000000000000284e+01,-2.977989935541019761e+00,-1.320913857172054229e+00,3.514772705529300434e-01
4.080000000000000426e+01,-3.236417547053353161e+00,-1.045832066432870189e+00,3.658343621946414936e-01
4.090000000000000568e+01,-3.477418773035775512e+00,-7.473061349152347876e-01,3.828861607204292472e-01
4.100000000000000000e+01,-3.697872793716413309e+00,-4.276171104329905548e-01,4.028438282954265315e-01
4.110000000000000142e+01,-3.894806717036344956e+00,-8.925882582595312531e-02,4.264800941155749148e-01
4.120000000000000284e+01,-4.065334463998922843e+00,2.649434826995975545e-01,4.543419907083856568e-01
4.130000000000000426e+01,-4.206798684848016556e+00,6.317829056612749294e-01,4.871914891476004095e-01
4.140000000000000568e+01,-4.316785529687545697e+00,1.007675244961478311e+00,5.260722426641948335e-01
4.150000000000000000e+01,-4.393124648481480321e+00,1.388659013887367566e+00,5.723095866463751014e-01
4.160000000000000142e+01,-4.433947426962176586e+00,1.770477802228303865e+00,6.276104447744151882e-01
4.170000000000000284e+01,-4.437834414398280636e+00,2.148704702223436236e+00,6.938592862694311636e-01
4.180000000000000426e+01,-4.403556549551013610e+00,2.518170127844050477e+00,7.724783615879913246e-01
4.190000000000000568e+01,-4.330463751636000502e+00,2.873482020688490124e+00,8.656758507819148907e-01
4.200000000000000000e+01,-4.218528070182290257e+00,3.209088436707119740e+00,9.765556844653247026e-01
4.210000000000000142e+01,-4.068343685032318469e+00,3.519277546202418172e+00,1.109117543814679863e+00
4.220000000000000284e+01,-3.881126906341958449e+00,3.798177633828837330e+00,1.268256860568728550e+00
4.230000000000000426e+01,-3.658862920751685621e+00,4.040051455255706969e+00,1.457312143533542992e+00
4.240000000000000568e+01,-3.404008439462632207e+00,4.237645430056487861e+00,1.679381866676062929e+00
4.250000000000000000e+01,-3.119622816963354861e+00,4.383519537812169631e+00,1.936792455569454674e+00
4.260000000000000142e+01,-2.809737466277411500e+00,4.471614093912156029e+00,2.227025217815318037e+00
4.270000000000000284e+01,-2.479356314024360408e+00,4.497251327893824424e+00,2.542710594084766296e+00
4.280000000000000426e+01,-2.134455800419679861e+00,4.457135383442574650e+00,2.871628158118493701e+00
4.290000000000000568e+01,-1.781529288433879366e+00,4.349305110326179502e+00,3.197115300297116658e+00
4.300000000000000000e+01,-1.426740992630580074e+00,4.175037107228203759e+00,3.488281279622862385e+00
4.310000000000000142e+01,-1.076842433458138126e+00,3.940118581231199624e+00,3.707222214275394556e+00
4.320000000000000284e+01,-7.377446716457536358e-01,3.653379705676988998e+00,3.826313786625663571e+00
4.330000000000000426e+01,-4.144355143671007990e-01,3.326637197010156477e+00,3.828713079410168696e+00
4.340000000000000568e+01,-1.109635601768819979e-01,2.974552800679596931e+00,3.708202347829400392e+00
4.350000000000000000e+01,1.699330665109570204e-01,2.611361382597095826e+00,3.473491628496857775e+00
4.360000000000000142e+01,4.266577462000125109e-01,2.249302332597972409e+00,3.154222367146843453e+00
4.370000000000000284e+01,6.584571753261858618e-01,1.897698426961076823e+00,2.783119009020489365e+00
4.380000000000000426e+01,8.654419028797870617e-01,1.562504569647760189e+00,2.393279428638013684e+00
4.390000000000000568e+01,1.048586330405514744e+00,1.246307792301898143e+00,2.018174929798729256e+00
4.400000000000000000e+01,1.209079584141149688e+00,9.484866496966322114e-01,1.682435118689183717e+00
4.410000000000000142e+01,1.347346508147551081e+00,6.670149400533453843e-01,1.392977207244905813e+00
4.420000000000000284e+01,1.463876352625196775e+00,3.994577014799093329e-01,1.153719411978058051e+00
4.430000000000000426e+01,1.558992916494606806e+00,1.428359654786273136e-01,9.613779595883227280e-01
4.440000000000000568e+01,1.632724244382604439e+00,-1.052937961004092315e-01,8.097696874212690910e-01
4.450000000000000000e+01,1.684801305956612261e+00,-3.461624217519122526e-01,6.938449909620587608e-01
4.460000000000000142e+01,1.714964781098288649e+00,-5.810521957387984049e-01,6.051033303677711972e-01
4.470000000000000284e+01,1.722804202325130873e+00,-8.101855544003651044e-01,5.372387940070745271e-01
4.480000000000000426e+01,1.707849567021177073e+00,-1.032858189006806260e+00,4.866234242127939202e-01
4.490000000000000568e+01,1.669799810766772641e+00,-1.248535466958121454e+00,4.470991449126734962e-01
4.500000000000000000e+01,1.608359557378262972e+00,-1.455776958240610819e+00,4.162286338668981234e-01
4.510000000000000142e+01,1.523375258970999235e+00,-1.652864585253259966e+00,3.924071173691233150e-01
4.520000000000000284e+01,1.414918192807617325e+00,-1.838218906598243940e+00,3.726535745079024853e-01
4.530000000000000426e+01,1.283191050936051569e+00,-2.009765676012672309e+00,3.567093416450061727e-01
4.540000000000000568e+01,1.128630260715167033e+00,-2.165503214992544390e+00,3.438803567466155453e-01
4.550000000000000000e+01,9.519192887317995400e-01,-2.303557089836505423e+00,3.328340432716814234e-01
4.560000000000000142e+01,7.539371251108706318e-01,-2.421850971565122634e+00,3.239090020555021043e-01
4.570000000000000284e+01,5.358181665132021321e-01,-2.518487933067728779e+00,3.168993703372722237e-01
4.580000000000000426e+01,2.989546680912031906e-01,-2.591775359079150576e+00,3.110317773202733171e-01
4.590000000000000568e+01,4.495314104912995212e-02,-2.639994867039739734e+00,3.066181209359730153e-01
4.600000000000000000e+01,-2.243415978335925320e-01,-2.661628747877682333e+00,3.037879245894438696e-01
4.610000000000000142e+01,-5.068418123602894676e-01,-2.655441109254832455e+00,3.021586638925880530e-01
4.620000000000000284e+01,-8.002486672194701889e-01,-2.620369197450771903e+00,3.016615249604031601e-01
4.630000000000000426e+01,-1.102066181716511828e+00,-2.555519565612484723e+00,3.025845603631711067e-01
4.640000000000000568e+01,-1.409611924590020493e+00,-2.460316605476596141e+00,3.049823552651184655e-01
4.650000000000000000e+01,-1.720025022437078999e+00,-2.334507260794273620e+00,3.087437233008612503e-01
4.660000000000000142e+01,-2.030305519926814739e+00,-2.178132249416844246e+00,3.138838635186037007e-01
4.670000000000000284e+01,-2.337319501713579051e+00,-1.991460560280993830e+00,3.207149823689636747e-01
4.680000000000000426e+01,-2.637854103071575640e+00,-1.775119621576952245e+00,3.294810432931410404e-01
4.690000000000000568e+01,-2.928643848713675890e+00,-1.530126252250955110e+00,3.403513535593482575e-01
4.700000000000000000e+01,-3.206370652791401099e+00,-1.257886662005265999e+00,3.534205642628093225e-01
4.710000000000000142e+01,-3.467727633342501115e+00,-9.601892208340332413e-01,3.689079148709978329e-01
4.720000000000000284e+01,-3.709438668946757556e+00,-6.390437932372486918e-01,3.873561123473225343e-01
4.730000000000000426e+01,-3.928307810661593180e+00,-2.968021034302995576e-01,4.093448050896555390e-01
4.740000000000000568e+01,-4.121300537117224216e+00,6.375121330431698929e-02,4.355422295654409748e-01
4.750000000000000000e+01,-4.285543768749064952e+00,4.393986019405538013e-01,4.667052374593185227e-01
4.760000000000000142e+01,-4.418325867797774364e+00,8.264895877089226683e-01,5.036792956731324100e-01
4.770000000000000284e+01,-4.517228806824965304e+00,1.221134259877102224e+00,5.478919844551823903e-01
4.780000000000000426e+01,-4.580132264721973101e+00,1.619147054628180982e+00,6.007337998384055799e-01
4.790000000000000568e+01,-4.605177998446498222e+00,2.015764072152133934e+00,6.633223012338190783e-01
4.800000000000000000e+01,-4.591022951659128992e+00,2.405946663219618475e+00,7.377359463258599259e-01
4.810000000000000142e+01,-4.536841251077039949e+00,2.784384207922984800e+00,8.270231358914708064e-01
4.820000000000000284e+01,-4.442324206474000725e+00,3.145494115676112479e+00,9.352022138000694040e-01
4.830000000000000426e+01,-4.307727509887438799e+00,3.483488525233573885e+00,1.066876287107419996e+00
4.840000000000000568e+01,-4.134033399422194499e+00,3.792131637479709827e+00,1.225440329035172082e+00
4.850000000000000000e+01,-3.922542780493525783e+00,4.063796032482455800e+00,1.416660558783641388e+00
4.860000000000000142e+01,-3.675481829576392467e+00,4.291039454793889263e+00,1.645028677764158065e+00
4.870000000000000284e+01,-3.396102579075719330e+00,4.466815031107667977e+00,1.913040435345810142e+00
4.880000000000000426e+01,-3.088682917326342370e+00,4.584471270259109943e+00,2.221195628855493265e+00
4.890000000000000568e+01,-2.758511094038381462e+00,4.637790209304617051e+00,2.568152302446232049e+00
4.900000000000000000e+01,-2.411425385590250769e+00,4.621660858088432633e+00,2.947408674730533029e+00
4.910000000000000142e+01,-2.053943792583762029e+00,4.531861179377467685e+00,3.330219610850086553e+00
4.920000000000000284e+01,-1.692858283730072966e+00,4.368171712332277856e+00,3.683043775434102773e+00
4.930000000000000426e+01,-1.335025383679180333e+00,4.135180192578705949e+00,3.972447249037148076e+00
4.940000000000000568e+01,-9.873661730199432274e-01,3.842281552207885476e+00,4.165103528139117550e+00
4.950000000000000000e+01,-6.564925142766153687e-01,3.503060456404719858e+00,4.227177297476067075e+00
4.960000000000000142e+01,-3.467126435113532246e-01,3.132917033679887719e+00,4.140084304908163482e+00
4.970000000000000284e+01,-6.158409222883398648e-02,2.749345928974978648e+00,3.917288224359719351e+00
4.980000000000000426e+01,1.970205570546792462e-01,2.367055144512351994e+00,3.583211477982571669e+00
4.990000000000000568e+01,4.290740234722915658e-01,1.997542125119180723e+00,3.171851727340242899e+00
5.000000000000000000e+01,6.351193451491435882e-01,1.649470194940781509e+00,2.731868092213228572e+00
5.010000000000000142e+01,8.163591892671537842e-01,1.325413495075325354e+00,2.301113757623812983e+00
5.020000000000000284e+01,9.741928368520630377e-01,1.025242160663369706e+00,1.905493218773931519e+00
5.030000000000000426e+01,1.109748361753545520e+00,7.474102346626030346e-01,1.563905863646673167e+00
5.040000000000000568e+01,1.224025768560575322e+00,4.885078523758060731e-01,1.283834252123170705e+00
5.050000000000000000e+01,1.317841817115657843e+00,2.444504381546649396e-01,1.059697916893067804e+00
5.060000000000000142e+01,1.391581381702490239e+00,1.213442806737574653e-02,8.855835994074240380e-01
5.070000000000000284e+01,1.445479401711298184e+00,-2.115383596983918257e-01,7.509428173111303284e-01
5.080000000000000426e+01,1.479356629807252022e+00,-4.278143837397373472e-01,6.492237283860053942e-01
5.090000000000000568e+01,1.492951168029931885e+00,-6.373210521129357709e-01,5.741574893737999563e-01
5.100000000000000000e+01,1.486097815092354057e+00,-8.408518183765556486e-01,5.163679423612486108e-01
5.110000000000000142e+01,1.458450664504864269e+00,-1.037632962602474063e+00,4.725020962782073841e-01
5.120000000000000284e+01,1.409763307176232550e+00,-1.226636530196535180e+00,4.394867184077753675e-01
5.130000000000000426e+01,1.339960575221120997e+00,-1.406904519292321298e+00,4.129550611760694490e-01
5.140000000000000568e+01,1.249016162767350391e+00,-1.576745052051740981e+00,3.920911970673874869e-01
5.150000000000000000e+01,1.137101931514232112e+00,-1.734519614148724020e+00,3.755120228270195093e-01
5.160000000000000142e+01,1.004592556861758190e+00,-1.878633060295291646e+00,3.614552300918178473e-01
5.170000000000000284e+01,8.520123149863065848e-01,-2.007185833150856080e+00,3.501012545519208152e-01
5.180000000000000426e+01,6.801161935141029069e-01,-2.118443691325758937e+00,3.409366752611235896e-01
5.190000000000000568e+01,4.898845643258217808e-01,-2.210803089029141244e+00,3.330816256840837264e-01
5.200000000000000000e+01,2.824810829683960800e-01,-2.282557150300394966e+00,3.268969838173639286e-01
5.210000000000000142e+01,5.929411738430712120e-02,-2.332188614173555496e+00,3.223612890514525597e-01
5.220000000000000284e+01,-1.780602780289420872e-01,-2.358411986013006612e+00,3.189386589213501488e-01
5.230000000000000426e+01,-4.277760602189389916e-01,-2.360010813097366711e+00,3.167098904528207748e-01
5.240000000000000568e+01,-6.878561085599519398e-01,-2.335923898504652652e+00,3.159203179662490313e-01
5.250000000000000000e+01,-9.561127486439723322e-01,-2.285365951515656135e+00,3.165193521905920737e-01
5.260000000000000142e+01,-1.230176249866512972e+00,-2.207819360078347781e+00,3.182707752728380912e-01
5.270000000000000284e+01,-1.507534151317018178e+00,-2.102945704255601012e+00,3.213447939213085469e-01
5.280000000000000426e+01,-1.785532339396991519e+00,-1.970645265409771918e+00,3.259402407225636678e-01
5.290000000000000568e+01,-2.061415530711518951e+00,-1.811138952597472151e+00,3.321687935637795963e-01
5.300000000000000000e+01,-2.332332350771009644e+00,-1.624969471738806348e+00,3.400837176140755203e-01
5.310000000000000142e+01,-2.595360053704450998e+00,-1.413020281691759861e+00,3.496831669767344053e-01
5.320000000000000284e+01,-2.847548258941614119e+00,-1.176420382437205703e+00,3.612233444482557121e-01
5.330000000000000426e+01,-3.085918874495631403e+00,-9.165081622051356458e-01,3.751943617749031179e-01
5.340000000000000568e+01,-3.307561749041886934e+00,-6.350069244807738933e-01,3.920221702120062490e-01
5.350000000000000000e+01,-3.509638641742269360e+00,-3.340308570134791211e-01,4.120609758241191023e-01
5.360000000000000142e+01,-3.689383222245232297e+00,-1.608503181665921211e-02,4.355932394850261513e-01
5.370000000000000284e+01,-3.844120169797614839e+00,3.159615630801970165e-01,4.629294689546395447e-01
5.380000000000000426e+01,-3.971439842175739976e+00,6.591440754894839493e-01,4.951594354719290880e-01
5.390000000000000568e+01,-4.069062981495276787e+00,1.010103973143275935e+00,5.328878327219062072e-01
5.400000000000000000e+01,-4.135004934361567130e+00,1.365155753543125572e+00,5.769421699957105742e-01
5.410000000000000142e+01,-4.167621158674378989e+00,1.720339293500381173e+00,6.286143585610909357e-01
5.420000000000000284e+01,-4.165607223627882050e+00,2.071419849136035829e+00,6.896607116623865164e-01
5.430000000000000426e+01,-4.128008660701673271e+00,2.413905883475089276e+00,7.622940514806213486e-01
5.440000000000000568e+01,-4.054490439675968894e+00,2.743421333445060561e+00,8.486500121764309901e-01
5.450000000000000000e+01,-3.944842204010422293e+00,3.054508259040021656e+00,9.505871544458389666e-01
5.460000000000000142e+01,-3.799349618017504593e+00,3.341433248477022389e+00,1.070080637003198998e+00
5.470000000000000284e+01,-3.619028139767691332e+00,3.598650779629397167e+00,1.209178084170695611e+00
5.480000000000000426e+01,-3.405623021089434044e+00,3.820803220026858682e+00,1.369999585878370452e+00
5.490000000000000568e+01,-3.161609307569164695e+00,4.002720826855469483e+00,1.554737697664117402e+00
5.500000000000000000e+01,-2.890191723599702556e+00,4.139422433331383822e+00,1.765657994203083003e+00
5.510000000000000142e+01,-2.595119270048542592e+00,4.226430133284198476e+00,2.003187051630002991e+00
5.520000000000000284e+01,-2.280559738481676924e+00,4.258525881674009028e+00,2.257650101788187147e+00
5.530000000000000426e+01,-1.951169279050996908e+00,4.231949101907491517e+00,2.515136034150310174e+00
5.540000000000000568e+01,-1.612001190046430832e+00,4.145687071601265927e+00,2.760163436991869723e+00
5.550000000000000000e+01,-1.268505917895965007e+00,4.001474922581906846e+00,2.975680597391173521e+00
5.560000000000000142e+01,-9.265310571655487326e-01,3.803795640885896390e+00,3.143065501229394876e+00
5.570000000000000284e+01,-5.919607675586919804e-01,3.559449567795722746e+00,3.241393159959152559e+00
5.580000000000000426e+01,-2.690012390340820181e-01,3.276613627426481656e+00,3.251944418070427556e+00
5.590000000000000568e+01,3.823319730590835075e-02,2.966218324321719724e+00,3.171318634744174414e+00
5.600000000000000000e+01,3.266705974393786516e-01,2.638664738040292335e+00,3.004746792575455405e+00
5.610000000000000142e+01,5.944529332174781633e-01,2.303510441941376552e+00,2.765348926557633646e+00
5.620000000000000284e+01,8.403614814618121098e-01,1.969443776891707909e+00,2.477782127648119115e+00
5.630000000000000426e+01,1.063756144288134031e+00,1.641804545519947478e+00,2.169106855802685363e+00
5.640000000000000568e+01,1.264463565756196228e+00,1.323561078599679419e+00,1.861292813588879103e+00
5.650000000000000000e+01,1.442404419625126888e+00,1.016177639799734633e+00,1.573627893493985130e+00
5.660000000000000142e+01,1.597608575161646005e+00,7.194629863480892507e-01,1.321029755269425898e+00
5.670000000000000284e+01,1.730083523596773087e+00,4.317042612145710612e-01,1.106406235699108453e+00
5.680000000000000426e+01,1.839571854661710137e+00,1.515920552402797439e-01,9.306344157776205162e-01
